Height (cm),Weight (kg),Calorie Intake,Exercise Weekly,Job,Body Type,Food Plan,Diet Explanation,Workout,Workout Info
188.29,109.58,1317,2,Office Worker,Overweight,Vegetarian Diet,"A vegetarian diet excludes meat and seafood but includes plant-based foods such as fruits, vegetables, grains, nuts, and seeds. Popular Indian vegetarian dishes include paneer (cottage cheese) dishes, chana masala (chickpea curry), rajma (kidney bean curry), and various vegetable curries.",Overweight Gym Plan,"The overweight gym plan focuses on a combination of cardiovascular exercises and strength training to promote weight loss and improve overall fitness. Cardio exercises such as treadmill walking, stationary bike cycling, and rowing are recommended for burning calories and improving heart health. Strength training exercises should target major muscle groups and include exercises like leg presses, chest presses, lat pulldowns, and bicep curls. It is important to start with lighter weights and gradually increase intensity as strength improves. Aim for 3-4 days of gym workouts per week with rest days in between for recovery."
175.16,75.12,2761,3,Office Worker,Normal,Low Carb Diet,"A low carb diet restricts the intake of carbohydrates, focusing on proteins and fats. Indian low carb options may include paneer tikka (grilled cottage cheese), tandoori chicken, grilled fish, salads, and stir-fried vegetables.",HIIT,"High-Intensity Interval Training alternates between short bursts of intense exercise and brief rest periods to maximize calorie burn and improve cardiovascular fitness. Examples include burpees, sprinting, and jump squats. Equipment: None (bodyweight exercises), or optional weights for added resistance."
168.88,53.88,1501,7,Artist,Underweight,Keto Diet,"The keto diet is a low carb, high fat diet that aims to induce ketosis, a metabolic state where the body burns fat for fuel. Indian keto-friendly foods may include paneer bhurji (scrambled cottage cheese), cauliflower rice, butter chicken without rice, coconut-based curries, and nuts.",Gym Workouts,"Gym workouts typically include a combination of cardio and strength exercises using various gym equipment. Examples include treadmill running, stationary bike cycling, weightlifting, and using machines such as the leg press, chest press, and lat pulldown. Equipment: Treadmill, stationary bike, rowing machine, elliptical machine, leg press machine, chest press machine, lat pulldown machine, free weights, resistance machines."
145.62,50.54,2880,0,Plumber,Normal,Vegetarian Diet,"A vegetarian diet excludes meat and seafood but includes plant-based foods such as fruits, vegetables, grains, nuts, and seeds. Popular Indian vegetarian dishes include paneer (cottage cheese) dishes, chana masala (chickpea curry), rajma (kidney bean curry), and various vegetable curries.",Gym Workouts,"Gym workouts typically include a combination of cardio and strength exercises using various gym equipment. Examples include treadmill running, stationary bike cycling, weightlifting, and using machines such as the leg press, chest press, and lat pulldown. Equipment: Treadmill, stationary bike, rowing machine, elliptical machine, leg press machine, chest press machine, lat pulldown machine, free weights, resistance machines."
178.87,113.61,1765,4,Artist,Normal,Vegetarian Diet,"A vegetarian diet excludes meat and seafood but includes plant-based foods such as fruits, vegetables, grains, nuts, and seeds. Popular Indian vegetarian dishes include paneer (cottage cheese) dishes, chana masala (chickpea curry), rajma (kidney bean curry), and various vegetable curries.",Strength Training,"Strength training involves resistance exercises to build muscle strength and endurance. Examples include weightlifting, bodyweight exercises, and resistance band workouts. Equipment: Dumbbells, barbells, kettlebells, resistance bands."
162.43,83.36,1325,7,Construction Worker,Overweight,Balanced Diet,"A balanced diet includes a variety of foods from all food groups, such as grains, proteins, fruits, vegetables, and dairy. For example, a typical Indian balanced diet may include roti (whole wheat bread), dal (lentils), sabzi (vegetable curry), rice, yogurt, and salad.",Overweight Gym Plan,"The overweight gym plan focuses on a combination of cardiovascular exercises and strength training to promote weight loss and improve overall fitness. Cardio exercises such as treadmill walking, stationary bike cycling, and rowing are recommended for burning calories and improving heart health. Strength training exercises should target major muscle groups and include exercises like leg presses, chest presses, lat pulldowns, and bicep curls. It is important to start with lighter weights and gradually increase intensity as strength improves. Aim for 3-4 days of gym workouts per week with rest days in between for recovery."
141.4,64.04,1643,3,Electrician,Overweight,Vegetarian Diet,"A vegetarian diet excludes meat and seafood but includes plant-based foods such as fruits, vegetables, grains, nuts, and seeds. Popular Indian vegetarian dishes include paneer (cottage cheese) dishes, chana masala (chickpea curry), rajma (kidney bean curry), and various vegetable curries.",Overweight Gym Plan,"The overweight gym plan focuses on a combination of cardiovascular exercises and strength training to promote weight loss and improve overall fitness. Cardio exercises such as treadmill walking, stationary bike cycling, and rowing are recommended for burning calories and improving heart health. Strength training exercises should target major muscle groups and include exercises like leg presses, chest presses, lat pulldowns, and bicep curls. It is important to start with lighter weights and gradually increase intensity as strength improves. Aim for 3-4 days of gym workouts per week with rest days in between for recovery."
173.11,113.32,2770,4,Accountant,Normal,Low Carb Diet,"A low carb diet restricts the intake of carbohydrates, focusing on proteins and fats. Indian low carb options may include paneer tikka (grilled cottage cheese), tandoori chicken, grilled fish, salads, and stir-fried vegetables.",Strength Training,"Strength training involves resistance exercises to build muscle strength and endurance. Examples include weightlifting, bodyweight exercises, and resistance band workouts. Equipment: Dumbbells, barbells, kettlebells, resistance bands."
177.6,98.78,2824,1,Lawyer,Underweight,Balanced Diet,"A balanced diet includes a variety of foods from all food groups, such as grains, proteins, fruits, vegetables, and dairy. For example, a typical Indian balanced diet may include roti (whole wheat bread), dal (lentils), sabzi (vegetable curry), rice, yogurt, and salad.",Pilates,"Pilates focuses on core strength, flexibility, and body awareness. It involves controlled movements and specific breathing patterns. Equipment: Pilates reformer, Pilates mat, resistance bands."
171.89,50.49,1220,7,Retail Salesperson,Normal,Low Carb Diet,"A low carb diet restricts the intake of carbohydrates, focusing on proteins and fats. Indian low carb options may include paneer tikka (grilled cottage cheese), tandoori chicken, grilled fish, salads, and stir-fried vegetables.",Pilates,"Pilates focuses on core strength, flexibility, and body awareness. It involves controlled movements and specific breathing patterns. Equipment: Pilates reformer, Pilates mat, resistance bands."
180.03,75.51,2093,4,Mechanic,Underweight,Vegetarian Diet,"A vegetarian diet excludes meat and seafood but includes plant-based foods such as fruits, vegetables, grains, nuts, and seeds. Popular Indian vegetarian dishes include paneer (cottage cheese) dishes, chana masala (chickpea curry), rajma (kidney bean curry), and various vegetable curries.",Gym Workouts,"Gym workouts typically include a combination of cardio and strength exercises using various gym equipment. Examples include treadmill running, stationary bike cycling, weightlifting, and using machines such as the leg press, chest press, and lat pulldown. Equipment: Treadmill, stationary bike, rowing machine, elliptical machine, leg press machine, chest press machine, lat pulldown machine, free weights, resistance machines."
170.47,72.58,1759,6,Artist,Underweight,Vegetarian Diet,"A vegetarian diet excludes meat and seafood but includes plant-based foods such as fruits, vegetables, grains, nuts, and seeds. Popular Indian vegetarian dishes include paneer (cottage cheese) dishes, chana masala (chickpea curry), rajma (kidney bean curry), and various vegetable curries.",Pilates,"Pilates focuses on core strength, flexibility, and body awareness. It involves controlled movements and specific breathing patterns. Equipment: Pilates reformer, Pilates mat, resistance bands."
